CURR_ID,CURR_NAME,CURR_NAME_EN,UNIV_NAME_TH,LEV_NAME_TH,COST_PER_YEAR
25530141104976,หลักสูตรวิทยาศาสตรมหาบัณฑิต สาขาวิชาวิศวกรรมซอฟต์แวร์เพื่อวิทยาการข้อมูล,Master of Science Program in Software Engineering for  Data Science,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,ปริญญาโท,84936
25550091103937,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การกีฬาและการออกกำลังกาย,Bachelor of Science Program in Sports and Exercise Science,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,40000
25550091103937,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การกีฬาและการออกกำลังกาย,Bachelor of Science Program in Sports and Exercise Science,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,40000
25530091102372,หลักสูตรการศึกษาบัณฑิต สาขาวิชาสุขศึกษาและพลศึกษา (4 ปี),ฺBachelor Education Program in Health Education and Physical Education,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,30000
25550091103937,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การกีฬาและการออกกำลังกาย,Bachelor of Science Program in Sports and Exercise Science,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,40000
25520091108175,หลักสูตรศิลปศาสตรมหาบัณฑิต สาขาวิชาการจัดการกีฬาและนันทนาการ,Master of Arts Program in Sport and Leisure Management,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาโท,65000
25520091107861,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชาการจัดการกีฬาและนันทนาการ,Doctor of Philosophy Program in Sport and Leisure Management,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาเอก,85000
25530091104352,หลักสูตรการศึกษามหาบัณฑิต สาขาวิชาสุขศึกษาและพลศึกษา,Master of Education Program in Health Education and Physical Education,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาโท,65000
25520091104338,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาผู้นำนันทนาการ,Bachelor of Arts Program in Recreation Leadership,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,30000
25520091104283,หลักสูตรการศึกษาบัณฑิต สาขาวิชาพลศึกษา (5 ปี),Bachelor of Education Program in Physical Education,มหาวิทยาลัยศรีนครินทรวิโรฒ,ปริญญาตรี,30000
25471441101824,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสารสนเทศศาสตร์และบรรณารักษศาสตร์,Bachelor of Arts Program in Information and Library Science,มหาวิทยาลัยราชภัฏเชียงใหม่,ปริญญาตรี,59139
25621791100628,หลักสูตรครุศาสตรบัณฑิต สาขาวิชานาฏศิลป์ศึกษา (4 ปี),Bachelor of Education Program in Dance Education,มหาวิทยาลัยราชภัฏเพชรบุรี,ปริญญาตรี,19591
25500511109935,หลักสูตรนิเทศศาสตรมหาบัณฑิต สาขาวิชาการสื่อสารเชิงกลยุทธ์,Master of Communication Arts Program in Strategic Communications,มหาวิทยาลัยกรุงเทพ,ปริญญาโท,74625
25500511109957,หลักสูตรปรัชญาดุษฎีบัณฑิต สาขาวิชานิเทศศาสตร์ (หลักสูตรนานาชาติ),Doctor of Philosophy Program in Communication Arts (International Program),มหาวิทยาลัยกรุงเทพ,ปริญญาเอก,189600
